Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R144,2.7k,R_0805_2012Metric,154.611699,-123.166534,0,top
R145,42k,R_0805_2012Metric,158.272673,-107.89306,90,top
R146,42k,R_0805_2012Metric,162.722673,-107.89306,90,top
R147,2.7k,R_0805_2012Metric,154.222673,-99.89306,0,top
R148,39k,R_0805_2012Metric,157.222673,-98.39306,90,top
R149,2.7k,R_0805_2012Metric,158.722673,-95.39306,0,top
R151,1k,R_0805_2012Metric,177.898835,-156.688485,90,top
R152,1k,R_0805_2012Metric,180.848835,-156.688485,90,top
R153,2.1k,R_0805_2012Metric,171.398835,-153.188485,180,top
R154,1k,R_0805_2012Metric,171.398835,-149.688485,180,top
R155,2.7k,R_0805_2012Metric,171.398835,-146.188485,180,top
R156,2.1k,R_0805_2012Metric,171.398835,-142.688485,180,top
R157,39k,R_0805_2012Metric,171.398835,-139.738485,180,top
R158,2.7k,R_0805_2012Metric,171.398835,-136.788485,180,top
R159,42k,R_0805_2012Metric,192.770148,-158.738076,90,top
R160,42k,R_0805_2012Metric,197.770148,-158.738076,90,top
R161,2.1k,R_0805_2012Metric,189.270148,-151.325576,0,top
R162,39k,R_0805_2012Metric,193.270148,-150.325576,90,top
R163,2.7k,R_0805_2012Metric,189.270148,-148.325576,0,top
R164,1k,R_0805_2012Metric,177.898835,-116.438485,90,top
R165,1k,R_0805_2012Metric,180.848835,-116.438485,90,top
R166,2.1k,R_0805_2012Metric,171.398835,-112.938485,180,top
R167,1k,R_0805_2012Metric,171.398835,-109.438485,180,top
R168,2.7k,R_0805_2012Metric,171.398835,-105.938485,180,top
R169,2.1k,R_0805_2012Metric,171.398835,-102.438485,180,top
R170,39k,R_0805_2012Metric,171.398835,-99.488485,180,top
R171,2.7k,R_0805_2012Metric,171.398835,-96.538485,180,top
R172,42k,R_0805_2012Metric,192.398835,-133.600985,90,top
R173,42k,R_0805_2012Metric,197.398835,-133.600985,90,top
R174,2.1k,R_0805_2012Metric,188.898835,-126.188485,0,top
R175,39k,R_0805_2012Metric,192.898835,-125.188485,90,top
R176,2.7k,R_0805_2012Metric,188.898835,-123.188485,0,top
R177,42k,R_0805_2012Metric,192.559809,-107.915011,90,top
R178,42k,R_0805_2012Metric,197.009809,-107.915011,90,top
R179,2.7k,R_0805_2012Metric,188.509809,-99.915011,0,top
R180,39k,R_0805_2012Metric,191.509809,-98.415011,90,top
R181,2.7k,R_0805_2012Metric,193.009809,-95.415011,0,top
R183,1k,R_0805_2012Metric,212.299915,-156.686539,90,top
R184,1k,R_0805_2012Metric,215.249915,-156.686539,90,top
R185,2.1k,R_0805_2012Metric,205.799915,-153.186539,180,top
R186,1k,R_0805_2012Metric,205.799915,-149.686539,180,top
R187,2.7k,R_0805_2012Metric,205.799915,-146.186539,180,top
R188,2.1k,R_0805_2012Metric,205.799915,-142.686539,180,top
R189,39k,R_0805_2012Metric,205.799915,-139.736539,180,top
R190,2.7k,R_0805_2012Metric,205.799915,-136.786539,180,top
R191,42k,R_0805_2012Metric,227.171228,-158.73613,90,top
R192,42k,R_0805_2012Metric,232.171228,-158.73613,90,top
R193,2.1k,R_0805_2012Metric,223.671228,-151.32363,0,top
R194,39k,R_0805_2012Metric,227.671228,-150.32363,90,top
R195,2.7k,R_0805_2012Metric,223.671228,-148.32363,0,top
R196,1k,R_0805_2012Metric,212.299915,-116.436539,90,top
R197,1k,R_0805_2012Metric,215.249915,-116.436539,90,top
R198,2.1k,R_0805_2012Metric,205.799915,-112.936539,180,top
R199,1k,R_0805_2012Metric,205.799915,-109.436539,180,top
R200,2.7k,R_0805_2012Metric,205.799915,-105.936539,180,top
R201,2.1k,R_0805_2012Metric,205.799915,-102.436539,180,top
R202,39k,R_0805_2012Metric,205.799915,-99.486539,180,top
R203,2.7k,R_0805_2012Metric,205.799915,-96.536539,180,top
R204,42k,R_0805_2012Metric,226.799915,-133.599039,90,top
R205,42k,R_0805_2012Metric,231.799915,-133.599039,90,top
R206,2.1k,R_0805_2012Metric,223.299915,-126.186539,0,top
R207,39k,R_0805_2012Metric,227.299915,-125.186539,90,top
R208,2.7k,R_0805_2012Metric,223.299915,-123.186539,0,top
R209,42k,R_0805_2012Metric,226.960889,-107.913065,90,top
R210,42k,R_0805_2012Metric,231.410889,-107.913065,90,top
R211,2.7k,R_0805_2012Metric,222.910889,-99.913065,0,top
R212,39k,R_0805_2012Metric,225.910889,-98.413065,90,top
R213,2.7k,R_0805_2012Metric,227.410889,-95.413065,0,top
R215,1k,R_0805_2012Metric,246.552899,-156.663764,90,top
R216,1k,R_0805_2012Metric,249.502899,-156.663764,90,top
R217,2.1k,R_0805_2012Metric,240.052899,-153.163764,180,top
R218,1k,R_0805_2012Metric,240.052899,-149.663764,180,top
R219,2.7k,R_0805_2012Metric,240.052899,-146.163764,180,top
R220,2.1k,R_0805_2012Metric,240.052899,-142.663764,180,top
R221,39k,R_0805_2012Metric,240.052899,-139.713764,180,top
R222,2.7k,R_0805_2012Metric,240.052899,-136.763764,180,top
R223,42k,R_0805_2012Metric,261.424212,-158.713355,90,top
R224,42k,R_0805_2012Metric,266.424212,-158.713355,90,top
R225,2.1k,R_0805_2012Metric,257.924212,-151.300855,0,top
R226,39k,R_0805_2012Metric,261.924212,-150.300855,90,top
R227,2.7k,R_0805_2012Metric,257.924212,-148.300855,0,top
R228,1k,R_0805_2012Metric,246.552899,-116.413764,90,top
R229,1k,R_0805_2012Metric,249.502899,-116.413764,90,top
R230,2.1k,R_0805_2012Metric,240.052899,-112.913764,180,top
R231,1k,R_0805_2012Metric,240.052899,-109.413764,180,top
R232,2.7k,R_0805_2012Metric,240.052899,-105.913764,180,top
R233,2.1k,R_0805_2012Metric,240.052899,-102.413764,180,top
R234,39k,R_0805_2012Metric,240.052899,-99.463764,180,top
R235,2.7k,R_0805_2012Metric,240.052899,-96.513764,180,top
R236,42k,R_0805_2012Metric,261.052899,-133.576264,90,top
R237,42k,R_0805_2012Metric,266.052899,-133.576264,90,top
R238,2.1k,R_0805_2012Metric,257.552899,-126.163764,0,top
R239,39k,R_0805_2012Metric,261.552899,-125.163764,90,top
R240,2.7k,R_0805_2012Metric,257.552899,-123.163764,0,top
R241,42k,R_0805_2012Metric,261.213873,-107.89029,90,top
R242,42k,R_0805_2012Metric,265.663873,-107.89029,90,top
R243,2.7k,R_0805_2012Metric,257.163873,-99.89029,0,top
R244,39k,R_0805_2012Metric,260.163873,-98.39029,90,top
R245,2.7k,R_0805_2012Metric,261.663873,-95.39029,0,top
R247,1k,R_0805_2012Metric,280.922889,-156.634133,90,top
R248,1k,R_0805_2012Metric,283.872889,-156.634133,90,top
R249,2.1k,R_0805_2012Metric,274.422889,-153.134133,180,top
R250,1k,R_0805_2012Metric,274.422889,-149.634133,180,top
R251,2.7k,R_0805_2012Metric,274.422889,-146.134133,180,top
R252,2.1k,R_0805_2012Metric,274.422889,-142.634133,180,top
R253,39k,R_0805_2012Metric,274.422889,-139.684133,180,top
R254,2.7k,R_0805_2012Metric,274.422889,-136.734133,180,top
R255,42k,R_0805_2012Metric,295.794202,-158.683724,90,top
R256,42k,R_0805_2012Metric,300.794202,-158.683724,90,top
R257,2.1k,R_0805_2012Metric,292.294202,-151.271224,0,top
R258,39k,R_0805_2012Metric,296.294202,-150.271224,90,top
R259,2.7k,R_0805_2012Metric,292.294202,-148.271224,0,top
R260,1k,R_0805_2012Metric,280.922889,-116.384133,90,top
R261,1k,R_0805_2012Metric,283.872889,-116.384133,90,top
R262,2.1k,R_0805_2012Metric,274.422889,-112.884133,180,top
R263,1k,R_0805_2012Metric,274.422889,-109.384133,180,top
R264,2.7k,R_0805_2012Metric,274.422889,-105.884133,180,top
R265,2.1k,R_0805_2012Metric,274.422889,-102.384133,180,top
R266,39k,R_0805_2012Metric,274.422889,-99.434133,180,top
R267,2.7k,R_0805_2012Metric,274.422889,-96.484133,180,top
R268,42k,R_0805_2012Metric,295.422889,-133.546633,90,top
R269,42k,R_0805_2012Metric,300.422889,-133.546633,90,top
R270,2.1k,R_0805_2012Metric,291.922889,-126.134133,0,top
R271,39k,R_0805_2012Metric,295.922889,-125.134133,90,top
R272,2.7k,R_0805_2012Metric,291.922889,-123.134133,0,top
R273,42k,R_0805_2012Metric,295.583863,-107.860659,90,top
R274,42k,R_0805_2012Metric,300.033863,-107.860659,90,top
R275,2.7k,R_0805_2012Metric,291.533863,-99.860659,0,top
R276,39k,R_0805_2012Metric,294.533863,-98.360659,90,top
R277,2.7k,R_0805_2012Metric,296.033863,-95.360659,0,top
R279,1k,R_0805_2012Metric,315.172889,-156.634133,90,top
R280,1k,R_0805_2012Metric,318.122889,-156.634133,90,top
R281,2.1k,R_0805_2012Metric,308.672889,-153.134133,180,top
R282,1k,R_0805_2012Metric,308.672889,-149.634133,180,top
R283,2.7k,R_0805_2012Metric,308.672889,-146.134133,180,top
R284,2.1k,R_0805_2012Metric,308.672889,-142.634133,180,top
R285,39k,R_0805_2012Metric,308.672889,-139.684133,180,top
R286,2.7k,R_0805_2012Metric,308.672889,-136.734133,180,top
R287,42k,R_0805_2012Metric,330.044202,-158.683724,90,top
R288,42k,R_0805_2012Metric,335.044202,-158.683724,90,top
R289,2.1k,R_0805_2012Metric,326.544202,-151.271224,0,top
R290,39k,R_0805_2012Metric,330.544202,-150.271224,90,top
R291,2.7k,R_0805_2012Metric,326.544202,-148.271224,0,top
R292,1k,R_0805_2012Metric,315.172889,-116.384133,90,top
R293,1k,R_0805_2012Metric,318.122889,-116.384133,90,top
R294,2.1k,R_0805_2012Metric,308.672889,-112.884133,180,top
R295,1k,R_0805_2012Metric,308.672889,-109.384133,180,top
R296,2.7k,R_0805_2012Metric,308.672889,-105.884133,180,top
R297,2.1k,R_0805_2012Metric,308.672889,-102.384133,180,top
R298,39k,R_0805_2012Metric,308.672889,-99.434133,180,top
R299,2.7k,R_0805_2012Metric,308.672889,-96.484133,180,top
R300,42k,R_0805_2012Metric,329.672889,-133.546633,90,top
R301,42k,R_0805_2012Metric,334.672889,-133.546633,90,top
R302,2.1k,R_0805_2012Metric,326.172889,-126.134133,0,top
R303,39k,R_0805_2012Metric,330.172889,-125.134133,90,top
R304,2.7k,R_0805_2012Metric,326.172889,-123.134133,0,top
R305,42k,R_0805_2012Metric,329.833863,-107.860659,90,top
R306,42k,R_0805_2012Metric,334.283863,-107.860659,90,top
R307,2.7k,R_0805_2012Metric,325.783863,-99.860659,0,top
R308,39k,R_0805_2012Metric,328.783863,-98.360659,90,top
R309,2.7k,R_0805_2012Metric,330.283863,-95.360659,0,top
R310,42k,R_0805_2012Metric,165.5,-50.25,0,top
R311,330,R_0805_2012Metric,169.5,-46.25,180,top
R312,42k,R_0805_2012Metric,75.751071,-132.630535,90,top
R313,330,R_0805_2012Metric,71.751071,-128.630535,-90,top
R314,42k,R_0805_2012Metric,92.499894,-143.862895,90,top
R315,330,R_0805_2012Metric,88.499894,-139.862895,-90,top
R316,42k,R_0805_2012Metric,92.301071,-118.693035,90,top
R317,330,R_0805_2012Metric,88.301071,-114.693035,-90,top
R318,42k,R_0805_2012Metric,110.044362,-132.61958,90,top
R319,330,R_0805_2012Metric,106.044362,-128.61958,-90,top
R320,42k,R_0805_2012Metric,126.793185,-143.85194,90,top
R321,330,R_0805_2012Metric,122.793185,-139.85194,-90,top
R322,42k,R_0805_2012Metric,126.594362,-118.68208,90,top
R323,330,R_0805_2012Metric,122.594362,-114.68208,-90,top
R324,42k,R_0805_2012Metric,144.374199,-132.604034,90,top
R325,330,R_0805_2012Metric,140.374199,-128.604034,-90,top
R326,42k,R_0805_2012Metric,161.123022,-143.836394,90,top
R327,330,R_0805_2012Metric,157.123022,-139.836394,-90,top
R328,42k,R_0805_2012Metric,160.924199,-118.666534,90,top
R329,330,R_0805_2012Metric,156.924199,-114.666534,-90,top
R330,42k,R_0805_2012Metric,178.661335,-132.625985,90,top
R331,330,R_0805_2012Metric,174.661335,-128.625985,-90,top
R332,42k,R_0805_2012Metric,195.410158,-143.858345,90,top
R333,330,R_0805_2012Metric,191.410158,-139.858345,-90,top
R334,42k,R_0805_2012Metric,195.211335,-118.688485,90,top
R335,330,R_0805_2012Metric,191.211335,-114.688485,-90,top
R336,42k,R_0805_2012Metric,213.062415,-132.624039,90,top
R337,330,R_0805_2012Metric,209.062415,-128.624039,-90,top
R338,42k,R_0805_2012Metric,229.811238,-143.856399,90,top
R339,330,R_0805_2012Metric,225.811238,-139.856399,-90,top
R340,42k,R_0805_2012Metric,229.612415,-118.686539,90,top
R341,330,R_0805_2012Metric,225.612415,-114.686539,-90,top
R342,42k,R_0805_2012Metric,247.315399,-132.601264,90,top
R343,330,R_0805_2012Metric,243.315399,-128.601264,-90,top
R344,42k,R_0805_2012Metric,264.064222,-143.833624,90,top
R345,330,R_0805_2012Metric,260.064222,-139.833624,-90,top
R346,42k,R_0805_2012Metric,263.865399,-118.663764,90,top
R347,330,R_0805_2012Metric,259.865399,-114.663764,-90,top
R348,42k,R_0805_2012Metric,281.685389,-132.571633,90,top
R349,330,R_0805_2012Metric,277.685389,-128.571633,-90,top
R350,42k,R_0805_2012Metric,298.434212,-143.803993,90,top
R351,330,R_0805_2012Metric,294.434212,-139.803993,-90,top
R352,42k,R_0805_2012Metric,298.235389,-118.634133,90,top
R353,330,R_0805_2012Metric,294.235389,-114.634133,-90,top
R354,42k,R_0805_2012Metric,315.935389,-132.571633,90,top
R355,330,R_0805_2012Metric,311.935389,-128.571633,-90,top
R356,42k,R_0805_2012Metric,332.684212,-143.803993,90,top
R357,330,R_0805_2012Metric,328.684212,-139.803993,-90,top
R358,42k,R_0805_2012Metric,332.485389,-118.634133,90,top
R359,330,R_0805_2012Metric,328.485389,-114.634133,-90,top
R360,42k,R_0805_2012Metric,130.751071,-90.130535,90,top
R361,330,R_0805_2012Metric,126.751071,-86.130535,-90,top
R362,42k,R_0805_2012Metric,165.051071,-90.255535,90,top
R363,330,R_0805_2012Metric,161.051071,-86.255535,-90,top
R364,42k,R_0805_2012Metric,199.488571,-90.193035,90,top
R365,330,R_0805_2012Metric,195.488571,-86.193035,-90,top
R366,42k,R_0805_2012Metric,233.851071,-90.174285,90,top
R367,330,R_0805_2012Metric,229.851071,-86.174285,-90,top
R368,42k,R_0805_2012Metric,268.251071,-90.155535,90,top
R369,330,R_0805_2012Metric,264.251071,-86.155535,-90,top
R370,42k,R_0805_2012Metric,302.488571,-90.193035,90,top
R371,330,R_0805_2012Metric,298.488571,-86.193035,-90,top
R372,42k,R_0805_2012Metric,336.738571,-90.193035,90,top
R373,330,R_0805_2012Metric,332.738571,-86.193035,-90,top
R374,42k,R_0805_2012Metric,96.501071,-90.130535,90,top
R375,330,R_0805_2012Metric,92.501071,-86.130535,-90,top
R376,1k,R_0805_2012Metric,97.25,-206.9125,90,top
R377,1k,R_0805_2012Metric,104.5,-207,90,top
R378,1k,R_0805_2012Metric,111.75,-207,90,top
R379,1k,R_0805_2012Metric,119,-207,90,top
R380,1k,R_0805_2012Metric,126.25,-207,90,top
R381,1k,R_0805_2012Metric,133.5,-207,90,top
R382,1k,R_0805_2012Metric,140.75,-206.9125,90,top
R383,1k,R_0805_2012Metric,148.25,-207,90,top
R384,1k,R_0805_2012Metric,305.75,-206.5,-90,top
R385,1k,R_0805_2012Metric,298.25,-206.5,-90,top
R386,1k,R_0805_2012Metric,291,-206.5,-90,top
R387,1k,R_0805_2012Metric,283.75,-206.5,-90,top
R388,1k,R_0805_2012Metric,276.5,-206.5,-90,top
R389,1k,R_0805_2012Metric,269.25,-206.5,-90,top
R390,1k,R_0805_2012Metric,262,-206.5,-90,top
R391,1k,R_0805_2012Metric,254.75,-206.4125,-90,top
